"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"846766552665903104","https://twitter.com/rOpenSci/status/846766552665903104","rOpenSci News is out https://t.co/jhyDhz2T8J (3 new pkgs, 10 releases, 7 use cases, 1 new blog post, onboarding [1 new submission]) #rstats","2017-03-28 16:50 +0000","2687.0","38.0","0.014142165984369185","2.0","0.0","9.0","0.0","23.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"844229813665640448","https://twitter.com/rOpenSci/status/844229813665640448","ICYMI Comments for all new posts on our blog moved to our @Discourse forum - e.g. https://t.co/r9W66WBcRz and  https://t.co/0ZEhohljI6","2017-03-21 16:50 +0000","2079.0","12.0","0.005772005772005772","0.0","0.0","1.0","2.0","6.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"844229391374675968","https://twitter.com/rOpenSci/status/844229391374675968","Shoutout to @jhollist for his open review of the camsRad #rstats pkg   https://t.co/i3VPo33Z5m  2/2","2017-03-21 16:49 +0000","2752.0","19.0","0.006904069767441861","2.0","1.0","7.0","0.0","7.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"844229066366439424","https://twitter.com/rOpenSci/status/844229066366439424","[Blog] Onboarded software series:  camsRad, satellite-based time series of solar irradiation - by @lukstroem  https://t.co/i3VPo33Z5m 1/2","2017-03-21 16:47 +0000","3102.0","59.0","0.019019987105093488","5.0","0.0","5.0","4.0","16.0","0.0","28.0","0.0","0","0","1","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"841398721006854144","https://twitter.com/rOpenSci/status/841398721006854144","rOpenSci News is out https://t.co/rpY738JAYi (6 releases, 6 use cases, 1 new post in onboarding blog series) #rstats","2017-03-13 21:21 +0000","2982.0","33.0","0.011066398390342052","1.0","0.0","11.0","0.0","15.0","1.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"841185811215216640","https://twitter.com/rOpenSci/status/841185811215216640","ICYMI We released mongolite 1.0, a simple #rstats client for @MongoDB https://t.co/COTz1nc22O https://t.co/Bo0qQVQQGl","2017-03-13 07:15 +0000","5234.0","143.0","0.027321360336262895","8.0","0.0","20.0","5.0","30.0","0.0","8.0","0.0","0","0","0","0","0","72","72","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"840365115903901697","https://twitter.com/rOpenSci/status/840365115903901697","[blog] Release mongolite 1.0, a simple #rstats client for @MongoDB https://t.co/COTz1nc22O https://t.co/NOeZIpASWB","2017-03-11 00:53 +0000","5727.0","161.0","0.028112449799196786","12.0","0.0","31.0","4.0","42.0","0.0","8.0","0.0","0","0","0","0","0","64","64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"839904873969696769","https://twitter.com/rOpenSci/status/839904873969696769","@HeidiBaya We set the early start specifically for that reason! After North America, most of our users are in Europe. Glad you joined us.","2017-03-09 18:25 +0000","227.0","7.0","0.030837004405286344","0.0","0.0","1.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"839248799667126272","https://twitter.com/rOpenSci/status/839248799667126272","Shoutouts to @ledell &amp; @mdsumner for their open review of the `hddtools` #rstats package https://t.co/hokMqXAjzC 3/3","2017-03-07 22:58 +0000","3279.0","61.0","0.018603232692894173","5.0","0.0","12.0","9.0","20.0","3.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"839248551242776578","https://twitter.com/rOpenSci/status/839248551242776578","New `hddtools` pkg by @clavitolo has functions to retrieve, homogenize and visualize hydrological information https://t.co/hokMqXRUYc 2/3 https://t.co/Y9kfcy4Epn","2017-03-07 22:57 +0000","3712.0","55.0","0.014816810344827586","11.0","0.0","9.0","4.0","11.0","0.0","11.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
