"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1341473417355091968","https://twitter.com/rOpenSci/status/1341473417355091968","Now with subtitles added to video, and full transcript in the collaborative notes! https://t.co/XPngTtE4Au","2020-12-22 19:59 +0000","4361.0","18.0","0.0041274936941068565","2.0","0.0","6.0","0.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1341413191507529728","https://twitter.com/rOpenSci/status/1341413191507529728","[blog] Phonetic Fieldwork and Experiments with the phonfieldwork Package for R

@agricolamz shares phonfieldwork, a pkg for ""science craft"" (field work, data management, etc.) in the field of linguistics.

https://t.co/2HuXIK0dGY

#rstats #phonfieldwork #linguistics #phonetics https://t.co/NjFnKwyi0J","2020-12-22 16:00 +0000","4329.0","64.0","0.014784014784014783","9.0","0.0","12.0","1.0","10.0","2.0","6.0","0.0","0","0","0","0","0","456","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1340053479977484288","https://twitter.com/rOpenSci/status/1340053479977484288","If you enjoyed our Community Call, join @DataONEorg for ""Supporting Researchers in Discovering Data Repositories"" on Jan 12, 2021 https://t.co/XPngTtE4Au","2020-12-18 21:57 +0000","4018.0","21.0","0.005226480836236934","1.0","1.0","2.0","5.0","0.0","0.0","12.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1340052624410755073","https://twitter.com/rOpenSci/status/1340052624410755073","Video, collaborative notes, &amp; resources on The Wild World of Data Repositories: https://t.co/p0hGpDvv50

163 ppl on one call!
Australia, Africa, Asia, North &amp; South America all at once 🌏 🌍 🌎 https://t.co/uFtOi0d55z","2020-12-18 21:53 +0000","19328.0","112.0","0.005794701986754967","16.0","1.0","23.0","5.0","23.0","0.0","44.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1339981552311279616","https://twitter.com/rOpenSci/status/1339981552311279616","[technote] HTTP Testing With the Newest Release of vcr

@sckottie highlights the newest release of vcr, including new contributor @ma_salmon, new serializers, secrets, request matching, workflows &amp; debugging as well as improved documentation.

https://t.co/d1AZag57gp

#rstats","2020-12-18 17:11 +0000","5310.0","32.0","0.006026365348399247","8.0","0.0","7.0","4.0","11.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1339963640997437448","https://twitter.com/rOpenSci/status/1339963640997437448","Want to keep up with @rOpenSci's work &amp; learn what others are doing with our  #rstats tools? 

Read and subscribe to our newsletter! 📰📬

Digest of 📦 news, use cases, blog posts, events, curated by @sckottie 👌 every two weeks

https://t.co/QEJfCWZ5BT","2020-12-18 16:00 +0000","3423.0","16.0","0.004674262342973999","3.0","0.0","3.0","1.0","6.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1339962375244492801","https://twitter.com/rOpenSci/status/1339962375244492801","[blog] 2 Months in 2 Minutes - rOpenSci News, December 2020

Semi-monthly summary of rOpenSci Newsletter

https://t.co/6krhsqhTNE

#RStats","2020-12-18 15:55 +0000","3299.0","15.0","0.004546832373446499","3.0","0.0","3.0","1.0","5.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1339269062447214596","https://twitter.com/rOpenSci/status/1339269062447214596","Follow @roknowtifier to see when new rOpenSci packages or new versions of our packages are released https://t.co/t1WSbaN2ez","2020-12-16 18:00 +0000","3735.0","67.0","0.0179384203480589","0.0","0.0","4.0","22.0","0.0","0.0","7.0","0.0","0","0","0","0","0","34","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1339240116494209024","https://twitter.com/rOpenSci/status/1339240116494209024","Consider Donating to rOpenSci this Giving Season.

Donations made by Dec 31 will result in 1-for-1 matching donation to our fiscal sponsor @NumFOCUS

https://t.co/RBAeAlh1eZ

#rstats","2020-12-16 16:05 +0000","6834.0","49.0","0.00717003219198127","11.0","0.0","5.0","10.0","6.0","1.0","16.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1339238864796459010","https://twitter.com/rOpenSci/status/1339238864796459010","[use case] Using av to convert audio files for compatibility with an electronic storyteller by @ma_salmon

https://t.co/8Z2pSvobhJ

with link to blog post

av by @opencpu

#rstats #av","2020-12-16 16:00 +0000","4696.0","14.0","0.002981260647359455","5.0","0.0","4.0","1.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
